R_mean,G_mean,B_mean,R_std,G_std,B_std,H_mean,S_mean,V_mean,L_mean,A_mean,B_lab_mean,GLCM_contrast,GLCM_dissimilarity,GLCM_homogeneity,GLCM_energy,GLCM_correlation,LBP_bin00,LBP_bin01,LBP_bin02,LBP_bin03,LBP_bin04,LBP_bin05,LBP_bin06,LBP_bin07,LBP_bin08,LBP_bin09,LBP_bin10,LBP_bin11,LBP_bin12,LBP_bin13,LBP_bin14,LBP_bin15,LBP_bin16,LBP_bin17,LBP_bin18,LBP_bin19,LBP_bin20,LBP_bin21,LBP_bin22,LBP_bin23,LBP_bin24,LBP_bin25,LBP_entropy,Sharpness,Edge_density,label
0.9083563112745097,0.7169270833333348,0.7809819240196083,0.07162069864513436,0.15469849100536878,0.11960802142609088,0.8296495225694445,0.2182483149509804,0.9088579963235294,0.7918926164215686,0.5820389093137255,0.4973498774509804,621.7565361602567,17.8943320759628,0.07334226624962731,0.027101932207703038,0.7224975054568137,0.087890625,0.0478515625,0.013671875,0.0068359375,0.0078125,0.0087890625,0.013671875,0.013671875,0.01171875,0.0107421875,0.01171875,0.0244140625,0.01171875,0.0234375,0.013671875,0.013671875,0.0068359375,0.0068359375,0.0078125,0.01171875,0.001953125,0.005859375,0.0107421875,0.0146484375,0.0400390625,0.572265625,2.7542893875223786,4994.0263671875,0.3017578125,0
0.4082912071078432,0.25559129901960853,0.4137254901960785,0.21255962762815664,0.2049362730798772,0.1945761228902467,0.8260416666666667,0.48544730392156865,0.4260799632352941,0.3283318014705882,0.5969477634803921,0.43650811887254903,3010.748813085382,39.70140153486022,0.03420499368879023,0.02411570836413169,0.4401558346399812,0.0986328125,0.048828125,0.0361328125,0.0234375,0.0146484375,0.009765625,0.0087890625,0.0048828125,0.0048828125,0.0126953125,0.0029296875,0.0029296875,0.0048828125,0.01171875,0.005859375,0.0078125,0.009765625,0.0107421875,0.00390625,0.013671875,0.0185546875,0.0087890625,0.021484375,0.0419921875,0.0615234375,0.5107421875,2.943703984965199,18228.4443731308,0.396484375,0
0.6470588235294111,0.407969515931373,0.5405292585784315,0.2151012844501112,0.22064636817476657,0.20396049147466994,0.9063693576388889,0.42172181372549017,0.6470703125,0.5107345281862745,0.6176700367647059,0.47005591299019606,3709.041655827327,46.47250585327871,0.023750701549775134,0.023439992305566735,0.40176284033347726,0.0986328125,0.0654296875,0.0244140625,0.009765625,0.0107421875,0.0078125,0.0078125,0.0068359375,0.005859375,0.0029296875,0.0087890625,0.0048828125,0.0048828125,0.0126953125,0.001953125,0.005859375,0.0087890625,0.0087890625,0.005859375,0.0078125,0.013671875,0.0185546875,0.01953125,0.02734375,0.0654296875,0.544921875,2.753055471239254,25473.64241695404,0.3994140625,0
0.25258501838235375,0.07147671568627535,0.39999617034313734,0.1102943595933442,0.045567383602981765,0.07365175677594805,0.7568684895833333,0.8337239583333333,0.40215992647058824,0.1801125919117647,0.6516812193627451,0.34811197916666664,146.09388007284204,8.06989789282005,0.1493425820915894,0.03755892782638973,0.6747298780799045,0.0673828125,0.03515625,0.037109375,0.0322265625,0.01953125,0.01953125,0.0146484375,0.0146484375,0.015625,0.017578125,0.0126953125,0.017578125,0.0205078125,0.0283203125,0.009765625,0.0146484375,0.0087890625,0.0107421875,0.009765625,0.009765625,0.01171875,0.01171875,0.0126953125,0.01953125,0.0458984375,0.482421875,3.2754829559676057,850.6652593612671,0.228515625,0
0.9448720894607932,0.9378523284313796,0.9399701286764791,0.051280812692834986,0.06105994717716822,0.05192552514077256,0.34569227430555555,0.0169921875,0.9485523897058824,0.9469860600490196,0.5049249387254902,0.501742493872549,199.2980781737776,6.187109781477643,0.41725627574974267,0.1124751191050317,0.49561315584076526,0.080078125,0.046875,0.029296875,0.01953125,0.0146484375,0.0166015625,0.013671875,0.0068359375,0.01171875,0.01171875,0.0078125,0.0185546875,0.015625,0.0263671875,0.021484375,0.017578125,0.0107421875,0.015625,0.0078125,0.0078125,0.015625,0.015625,0.01171875,0.0185546875,0.0341796875,0.50390625,3.152844388959384,1497.1425771713257,0.0810546875,0
0.6423483455882353,0.47565104166666605,0.5932712928921569,0.27785634530028763,0.29200089180937455,0.2617804343616506,0.8566134982638889,0.35558363970588236,0.646032475490196,0.5492110906862745,0.5882238051470589,0.46413526348039214,5155.0089506374625,52.651510470864736,0.028987239059821788,0.023436862175827848,0.5146807379275599,0.107421875,0.0625,0.029296875,0.0068359375,0.0087890625,0.0078125,0.0048828125,0.001953125,0.0087890625,0.009765625,0.00390625,0.005859375,0.0078125,0.0087890625,0.0048828125,0.005859375,0.0048828125,0.015625,0.005859375,0.0107421875,0.0107421875,0.021484375,0.01953125,0.0283203125,0.0830078125,0.5146484375,2.8415421116255044,30297.226897239685,0.3896484375,0
0.6925245098039199,0.43975949754902044,0.5544883578431373,0.19003994595918305,0.1929125666800901,0.18168745058903227,0.9223090277777778,0.3963541666666667,0.6925245098039216,0.5458639705882353,0.6188151041666666,0.4820848651960784,2709.193873569241,40.662395941728114,0.02630677619340952,0.023738899365098137,0.41989305289760903,0.1064453125,0.0498046875,0.033203125,0.0263671875,0.0107421875,0.0068359375,0.0078125,0.001953125,0.0009765625,0.0009765625,0.00390625,0.0048828125,0.001953125,0.0166015625,0.00390625,0.0048828125,0.0068359375,0.0078125,0.0048828125,0.0078125,0.01171875,0.0126953125,0.0166015625,0.0234375,0.068359375,0.55859375,2.6355454688213116,17332.489990234375,0.3984375,0
0.8572418811274598,0.8197342218137328,0.8457758884804033,0.22989315579235822,0.2770864481672783,0.2241841775647726,0.45158962673611114,0.10677849264705883,0.8639016544117647,0.840295649509804,0.5223690257352941,0.49276194852941174,1688.400843847558,17.666972879812704,0.3922015008665406,0.1836318369757873,0.8042832491305677,0.080078125,0.041015625,0.0224609375,0.0166015625,0.013671875,0.0078125,0.0146484375,0.0126953125,0.0107421875,0.0146484375,0.017578125,0.0146484375,0.01171875,0.0283203125,0.005859375,0.037109375,0.0078125,0.0234375,0.00390625,0.0107421875,0.01171875,0.0205078125,0.0224609375,0.017578125,0.0771484375,0.455078125,3.303076533275415,9339.898422241211,0.1376953125,0
0.6420726102941191,0.5063074448529413,0.6122204350490201,0.2384072837776427,0.25554967456481814,0.22278707908657502,0.8410915798611112,0.2716145833333333,0.6471545649509803,0.5724111519607843,0.5744485294117647,0.4645565257352941,3637.228765608803,45.435028616025846,0.023459350121074092,0.023359785927858766,0.5478646270819666,0.107421875,0.0498046875,0.0224609375,0.013671875,0.0087890625,0.0087890625,0.0087890625,0.005859375,0.0048828125,0.009765625,0.0068359375,0.0078125,0.0068359375,0.013671875,0.0078125,0.0087890625,0.0078125,0.0068359375,0.0126953125,0.0146484375,0.01171875,0.0146484375,0.015625,0.0205078125,0.0673828125,0.5361328125,2.838257778026759,22969.846243858337,0.3779296875,0
0.6536075367647055,0.515330116421568,0.6188036151960785,0.25990836880307994,0.281621474788802,0.2511825923918427,0.8661946614583333,0.2844937193627451,0.6575176164215686,0.5800896139705882,0.5748774509803921,0.4666704963235294,4701.023583832026,49.922403420916666,0.029400081282138266,0.023351755798737488,0.516162623849163,0.115234375,0.0576171875,0.0244140625,0.01171875,0.00390625,0.0126953125,0.0029296875,0.0068359375,0.01171875,0.0068359375,0.00390625,0.0107421875,0.0068359375,0.0107421875,0.0087890625,0.0078125,0.0126953125,0.015625,0.009765625,0.0107421875,0.0087890625,0.015625,0.0166015625,0.0302734375,0.0615234375,0.515625,2.9015635189935187,25970.201808929443,0.3896484375,0
